weather_main,traffic_volume
Clouds,4666
Clear,4928
Clouds,5467
Clear,6290
Clear,6013
Clouds,4300
Haze,3138
Rain,3138
Rain,2747
Drizzle,2290
Clear,1688
Clouds,990
Clear,558
Clear,343
Clear,252
Clear,342
Clear,857
Clear,2857
Clear,5493
Clear,6304
Clear,5905
Clear,5059
Clear,4465
Clear,4507
Haze,4706
Clouds,4632
Clear,4953
Clear,5270
Clear,6152
Clear,5646
Clear,4347
Clear,3154
Clear,2895
Clear,2317
Clear,1613
Clear,1007
Clear,546
Clouds,347
Clear,255
Clear,359
Clouds,865
Clouds,2809
Clouds,4885
Clouds,6329
Clouds,5919
Clouds,5020
Rain,4366
Rain,4549
Thunderstorm,4857
Rain,4650
Rain,5164
Rain,5705
Rain,5340
Rain,5272
Mist,5272
Thunderstorm,5272
Rain,4024
Mist,4024
Thunderstorm,4024
Rain,3020
Mist,3020
Thunderstorm,3020
Rain,2514
Mist,2514
Rain,2385
Rain,2225
Mist,1161
Mist,648
Fog,648
Mist,397
Fog,257
Mist,257
Mist,358
Fog,358
Mist,826
Mist,2707
Rain,5391
Clouds,6261
Clouds,5660
Rain,4817
Thunderstorm,4416
Rain,4801
Clouds,4772
Clouds,4711
Clouds,4989
Clouds,5596
Clouds,6020
Clouds,4502
Rain,3460
Thunderstorm,3206
Rain,2830
Clouds,2650
Rain,1973
Clear,1238
Rain,1193
Mist,800
Clear,512
Clear,391
Clear,422
Clouds,704
Clouds,1580
Clouds,2430
Mist,3364
Clouds,3916
Mist,4235
Rain,4776
Clouds,4813
Clouds,4408
Clear,4487
Clear,4342
Clear,4459
Clear,4636
Clear,4019
Clear,3592
Clear,3258
Clear,2932
Mist,3029
Clear,2984
Clear,1617
Clear,939
Mist,623
Mist,391
Mist,422
Mist,666
Clear,1204
Clear,1794
Clear,2948
Clear,3422
Clear,3759
Clear,4835
Clouds,4933
Clear,4959
Clear,5053
Clear,4609
Clear,4223
Rain,3201
Clouds,2494
Clear,2110
Clear,1671
Clear,1712
Clear,757
Clear,482
Clear,354
Clear,387
Clear,969
Clear,2845
Clear,5615
Clear,6298
Clear,5294
Clear,4728
Clear,4189
Rain,4343
Clear,4215
Clear,4199
Clouds,4442
Clear,4944
Clear,6078
Clear,5500
Clear,4047
Clear,3137
Clear,2372
Clear,2073
Clear,1446
Clear,898
Clear,578
Clear,396
Clear,391
Clear,518
Clear,1116
Clear,3176
Clouds,5904
Clouds,5887
Clouds,6224
Clouds,4438
Clouds,4220
Clear,4415
Clear,4351
Clear,4451
Clouds,4928
Clouds,6356
Clouds,6026
Clouds,4469
Clouds,3233
Clouds,2755
Rain,2298
Rain,1550
Rain,997
Rain,448
Rain,311
Rain,239
Clear,335
Clear,853
Clear,2821
Clear,5631
Clear,6419
Clear,6011
Clouds,5086
Clouds,4325
Rain,4557
Rain,4654
Rain,4499
Rain,4827
Clouds,5365
Clouds,5365
Clouds,6395
Rain,5899
Rain,4258
Rain,3164
Rain,2086
Rain,1329
Rain,793
Rain,444
Rain,291
Rain,218
Rain,313
Rain,900
Rain,2758
Rain,5559
Clouds,5868
Clouds,5456
Rain,4769
Rain,4434
Rain,4452
Rain,4524
Rain,4671
Clouds,5030
Clouds,5470
Clouds,6597
Rain,5934
Rain,4449
Rain,3058
Rain,2462
Rain,2036
Rain,1155
Rain,854
Rain,624
Rain,379
Rain,262
Rain,358
Rain,781
Rain,2617
Rain,5345
Rain,6098
Rain,4934
Clouds,4724
Clouds,4261
Clouds,4394
Clouds,4500
Clouds,4538
Clouds,4794
Rain,5400
Rain,5644
Rain,5173
Rain,4356
Rain,3243
Clouds,2571
Clouds,2755
Clouds,2304
Clouds,1604
Clouds,1089
Clouds,793
Rain,592
Rain,448
Rain,514
Rain,968
Rain,1660
Rain,2542
Rain,3470
Clouds,4187
Clouds,4404
Clouds,4104
Clouds,4666
Clouds,4471
Clouds,4483
Clouds,4489
Clouds,4536
Clouds,4448
Clouds,4150
Clouds,3608
Clouds,3135
Clouds,2937
Clouds,2734
Clouds,2540
Rain,1409
Rain,1000
Rain,656
Rain,412
Rain,375
Rain,541
Rain,890
Rain,1293
Rain,1963
Rain,2854
Rain,3718
Clouds,4191
Clouds,4587
Clouds,4246
Clouds,4118
Clouds,4787
Rain,4700
Rain,4255
Clouds,3520
Rain,2710
Clouds,2710
Clouds,2153
Clouds,1821
Clouds,1261
Clouds,449
Clouds,528
Clouds,418
Clouds,392
Clouds,922
Clouds,2830
Clouds,5646
Clouds,6049
Clouds,5900
Clear,4697
Clear,3878
Clear,4210
Clear,4170
Clear,4321
Clear,4639
Clouds,5124
Clouds,6022
Clouds,5439
Clouds,4044
Clouds,2986
Clouds,2277
Clouds,1842
Clouds,1475
Clouds,845
Clear,499
Clear,281
Clear,221
Clouds,309
Clouds,788
Clouds,2823
Clear,5750
Clouds,5537
Clouds,4531
Clouds,3968
Clouds,3968
Clouds,4281
Clouds,4406
Clouds,4232
Rain,4505
Rain,5062
Rain,6054
Rain,5442
Rain,4001
Rain,2813
Rain,2576
Rain,3382
Rain,1866
Clouds,952
Clouds,500
Clouds,312
Clouds,237
Clouds,341
Clouds,843
Clouds,2844
Clouds,5691
Clouds,6228
Clouds,5703
Clouds,4900
Clouds,4253
Clouds,4392
Clouds,4501
Clouds,4285
Clouds,4796
Clouds,5376
Clouds,6443
Clouds,5719
Clouds,4341
Clouds,3141
Clear,2534
Clear,2261
Clear,1156
Clear,713
Clear,420
Clear,359
Clear,253
Clear,359
Clear,841
Rain,2847
Clear,5830
Clear,6307
Clear,5836
Clear,4874
Clear,4365
Clear,4387
Clouds,4484
Clouds,4413
Clear,4569
Clear,5263
Clear,6299
Clear,5551
Clear,4132
Clear,3435
Clear,3435
Clear,2765
Clear,2443
Clear,2076
Clear,1116
Clear,660
Clear,384
Clear,281
Clear,395
Clear,810
Clear,2588
Clear,5522
Clear,6301
Clear,5267
Clear,4692
Clear,4383
Clear,4607
Clear,4718
Clear,4443
Clear,4980
Clear,5183
Clear,5756
Clouds,5028
Clouds,4540
Clouds,3593
Clouds,2947
Clouds,3722
Clouds,2442
Clouds,1727
Clouds,1195
Clouds,776
Clouds,666
Clouds,448
Clouds,512
Clouds,958
Clouds,1655
Clouds,2535
Clouds,3462
Clear,3758
Clear,4089
Clear,4432
Clouds,4557
Clouds,4421
Clouds,4289
Clear,4361
Clear,4109
Clear,3927
Clear,3800
Clear,3434
Clear,2937
Clear,2787
Clear,2981
Clear,2165
Clouds,1794
Clouds,776
Clouds,666
Clear,413
Clear,380
Clear,550
Clear,910
Clear,1324
Clear,2008
Clear,2734
Clear,3592
Clear,3882
Clear,3962
Clear,4044
Clear,4028
Clear,4043
Clear,4335
Clear,4397
Clear,3944
Clear,4191
Clear,3221
Clear,2190
Clear,1468
Clear,958
Clear,552
Clear,407
Clear,264
Clear,341
Clear,852
Clear,2659
Clear,5531
Clear,6066
Clear,4873
Clear,4477
Clear,4041
Clear,4277
Clear,4366
Clear,4298
Clear,4520
Clear,5179
Clear,6510
Clear,6015
Clear,4305
Clear,2945
Clear,2159
Clear,1802
Clear,1405
Clear,1000
Clouds,713
Clouds,671
Clouds,557
Clouds,560
Clouds,1018
Clouds,3047
Clouds,5869
Clouds,6199
Rain,5460
Rain,4967
Rain,4089
Rain,4202
Rain,4452
Rain,4532
Rain,5155
Clouds,5619
Clouds,6177
Clouds,5749
Clouds,4177
Clouds,2964
Rain,2372
Rain,2101
Rain,1266
Rain,1138
Rain,514
Rain,314
Rain,243
Rain,316
Rain,850
Rain,2665
Rain,5487
Rain,6046
Rain,5909
Clear,4859
Clear,4293
Clear,4469
Clear,4581
Clear,4477
Clear,4949
Clear,5355
Clear,5905
Clear,5687
Clear,4226
Clear,3243
Clear,2619
Clear,2456
Clear,1886
Clear,2110
Clear,649
Clear,429
Clear,274
Clear,324
Clear,830
Clear,2704
Clear,5668
Clear,6170
Clouds,5694
Clear,4672
Clear,4341
Clear,4431
Clear,4483
Clear,4562
Clouds,4704
Clouds,5106
Clouds,5899
Clouds,5464
Clouds,4261
Clouds,3095
Rain,2802
Rain,2630
Rain,1669
Rain,1011
Rain,517
Rain,333
Rain,264
Rain,352
Rain,741
Rain,2511
Rain,5528
Rain,6235
Clear,5307
Clear,4594
Clear,4424
Clear,4524
Clouds,4532
Clouds,4572
Clouds,4922
Clouds,6143
Clouds,5394
Clouds,4642
Clouds,4642
Clouds,3889
Clouds,3196
Clear,2608
Clear,2610
Clear,1766
Clear,1186
Clear,656
Clear,539
Clear,371
Clear,436
Clear,739
Clear,1343
Clear,2222
Clouds,3397
Clouds,4359
Clouds,4944
Clouds,4723
Clear,4876
Clear,4640
Clouds,4688
Clouds,4626
Clouds,4980
Clear,4980
Clear,4388
Clear,3559
Clear,3390
Clear,4077
Clear,4016
Clear,2153
Clear,1523
Clear,1022
Clear,686
Clear,384
Clear,403
Clear,764
Clear,1579
Clear,1757
Clear,2513
Clear,4872
Clear,4114
Clear,4612
Clear,4631
Clear,4662
Clear,4100
Clear,4193
Clear,4029
Clear,3788
Clear,3224
Clear,2405
Clear,1917
Clear,1613
Clear,949
Clear,484
Clear,327
Clear,261
Clear,302
Clear,797
Clear,2577
Clear,5360
Clear,6172
Clear,5226
Clear,3954
Clear,4125
Clear,4271
Clear,4426
Clear,4711
Clear,5074
Clear,6036
Clear,5440
Clouds,4188
Clouds,3267
Clouds,2608
Clouds,1924
Clouds,1372
Clouds,1567
Clouds,1373
Clouds,611
Clouds,491
Clouds,477
Clouds,890
Clouds,2854
Clouds,5599
Clouds,6294
Clouds,5998
Clear,4684
Clear,4053
Clear,4151
Clouds,4401
Clouds,4519
Clouds,4715
Clouds,4802
Clouds,6139
Clouds,5787
Clouds,4378
Clouds,2948
Clouds,2445
Clouds,2091
Clouds,1293
Clouds,791
Clouds,446
Clouds,272
Clouds,230
Rain,270
Rain,801
Rain,2741
Rain,5296
Rain,5871
Rain,5453
Rain,4837
Rain,4155
Rain,4278
Clouds,4278
Clouds,4397
Clouds,4646
Clouds,4757
Clouds,6211
Clouds,5762
Clouds,4332
Clouds,3080
Clouds,2518
Clear,2154
Clear,1373
Clear,864
Clear,480
Clear,330
Clear,233
Clear,308
Clear,790
Clear,2764
Clear,5668
Clear,5589
Clear,5186
Clear,5089
Clear,4182
Clear,4394
Clear,4512
Clear,4634
Clear,5006
Clear,5520
Clear,6154
Clear,5865
Clear,4642
Clear,3512
Clear,2799
Clear,2531
Clear,2120
Clear,1735
Clear,2233
Clear,1024
Clear,373
Clear,426
Clear,740
Clouds,2548
Clouds,5343
Clouds,6108
Clouds,5215
Clouds,4221
Clouds,4726
Clouds,4619
Clouds,4638
Clear,4994
Clear,5686
Clear,6047
Clear,5308
Clear,4549
Clear,3577
Clouds,2800
Clouds,3068
Clouds,2481
Clouds,1703
Clouds,1148
Clouds,682
Clouds,547
Clouds,391
Clouds,399
Clouds,707
Clouds,1188
Clouds,1547
Clouds,3596
Clouds,4079
Clouds,4079
Clouds,4396
Clouds,4343
Clouds,4191
Clouds,4372
Clouds,4165
Clouds,3842
Clouds,3436
Rain,4319
Rain,2805
Rain,1996
Clouds,1416
Clouds,947
Clouds,756
Clear,413
Clear,761
Clear,1086
Clear,1761
Clear,2445
Clear,3132
Clear,3377
Clouds,3977
Clouds,4123
Clouds,4505
Clouds,4520
Clouds,4550
Clouds,4355
Clouds,3926
Clouds,3332
Rain,2578
Rain,2024
Rain,1399
Rain,995
Rain,514
Rain,317
Rain,239
Rain,297
Rain,836
Clouds,2685
Clouds,5288
Clouds,6241
Clear,5482
Clouds,4607
Clouds,4064
Clouds,4071
Clouds,4293
Clouds,4341
Rain,4693
Rain,5272
Rain,5961
Rain,5262
Rain,4048
Rain,2961
Rain,2322
Rain,1969
Rain,2275
Rain,1916
Rain,591
Rain,441
Rain,310
Rain,431
Rain,1000
Clouds,2861
Clouds,5747
Clouds,6322
Clouds,4313
Clouds,4977
Clouds,4299
Clear,4254
Clear,4370
Clear,4470
Clear,4623
Clear,5058
Clear,6169
Clear,5712
Clear,4436
Clear,3093
Clear,2671
Clear,3270
Clear,2693
Clear,996
Clear,597
Clear,403
Clear,583
Clear,873
Clear,1260
Clear,3235
Clear,5871
Clear,6330
Clear,5862
Clear,4187
Clear,4365
Clouds,4521
Clouds,4464
Clouds,5174
Clouds,6257
Clouds,5674
Clouds,4507
Clouds,3318
Clear,2401
Clear,2314
Clear,1565
Clear,951
Clear,720
Clear,486
Clear,2743
Clear,5634
Clear,6296
Clear,5223
Clear,4298
Clear,4444
Clear,4532
Clear,4609
Clear,4793
Clear,6329
Clouds,5660
Clouds,4286
Clouds,2784
Clouds,2266
Clouds,2295
Clouds,1501
Clouds,996
Clouds,580
Clouds,374
Clouds,344
Clouds,492
Clouds,854
Clouds,2563
Clouds,5070
Clouds,5659
Clouds,4961
Clear,4377
Clear,4439
Clouds,4483
Clouds,4506
Clouds,5022
Clouds,5257
Clouds,5997
Clouds,5650
Clouds,4684
Clouds,3892
Clear,3228
Clear,3283
Clear,3462
Clouds,2010
Clouds,1295
Clouds,1001
Clear,745
Clear,484
Clear,447
Clear,795
Clear,1439
Clear,2061
Clear,3073
Clear,3718
Clear,3981
Clear,4130
Clear,3863
Clear,4068
Clear,5004
Clear,4603
Clear,4460
Clear,3905
Clear,3590
Clear,3153
Clear,2598
Clear,1559
Clear,1219
Clear,1295
Clear,1001
Clear,745
Clear,484
Clear,447
Clear,721
Clear,1189
Clear,1641
Clear,2375
Clear,2595
Clear,3307
Clear,3959
Clear,3921
Clear,3822
Clear,3790
Clear,4435
Clear,4603
Clear,4460
Clouds,3905
Clouds,3590
Clouds,3153
Clear,2598
Clear,1559
Clear,1219
Clear,579
Clear,383
Clear,315
Clear,375
Clear,880
Clear,2798
Clear,5610
Clear,5766
Clear,5110
Clear,4660
Clear,3867
Clear,3934
Clear,4166
Clear,4382
Clear,4581
Clear,4773
Clear,6252
Clear,5735
Clear,4257
Clear,2901
Clear,2193
Clouds,1936
Clouds,1310
Clouds,874
Clouds,536
Clouds,306
Clouds,232
Clouds,327
Clouds,807
Clouds,2738
Clouds,5510
Clouds,6149
Clouds,5526
Clouds,4881
Clouds,4033
Clouds,4245
Clouds,4399
Clouds,4380
Clouds,4664
Clouds,4691
Clouds,6087
Clouds,5825
Clouds,4167
Clouds,2857
Clouds,2358
Rain,2078
Rain,1402
Rain,846
Rain,467
Rain,286
Rain,223
Rain,326
Rain,823
Rain,2716
Rain,5270
Rain,5380
Rain,5120
Rain,4466
Rain,4201
Rain,4159
Rain,4372
Rain,4362
Rain,4632
Rain,4756
Rain,6171
Rain,6000
Clouds,4458
Clouds,2993
Clouds,2446
Clouds,1970
Clouds,1408
Clouds,2202
Clouds,589
Clouds,325
Clouds,245
Clouds,352
Clouds,835
Clouds,2700
Clouds,5350
Clouds,6170
Clouds,5798
Clouds,4827
Clouds,4164
Clouds,4432
Clouds,4556
Clouds,4710
Clouds,4772
Clouds,4922
Clouds,6534
Clouds,6013
Clear,4634
Clear,3514
Clear,2646
Clouds,2492
Clouds,1860
Clouds,1981
Clouds,697
Clouds,389
Clouds,342
Clouds,380
Clouds,799
Clouds,2504
Clouds,5369
Clouds,6310
Clouds,5082
Clouds,4637
Clouds,4324
Clouds,4584
Clouds,4570
Clouds,4668
Clouds,4825
Clear,5640
Clear,5998
Clear,5621
Clear,4982
Clear,3788
Clear,2911
Clouds,2785
Clouds,2671
Clouds,1940
Clouds,1151
Clouds,793
Clouds,580
Clouds,644
Clouds,607
Clouds,802
Clouds,1470
Clouds,2328
Clouds,3251
Clouds,3823
Clouds,4007
Clouds,4451
Clouds,4144
Clouds,3807
Clouds,3789
Rain,3779
Rain,3899
Rain,3825
Rain,3713
Rain,3305
Rain,2824
Rain,3790
Rain,3689
Rain,2134
Clouds,1289
Clouds,708
Clouds,432
Clear,429
Clear,325
Clear,469
Clear,750
Clear,998
Clear,1692
Clear,2276
Clear,3014
Clear,3277
Clouds,3644
Clouds,3911
Clouds,4204
Clear,3893
Clear,4065
Clear,4060
Clear,3616
Clear,2973
Clear,2378
Clouds,2001
Clouds,1459
Clouds,1006
Clouds,492
Clouds,329
Clouds,255
Clouds,304
Clouds,787
Clouds,2623
Clouds,5548
Clouds,6119
Clouds,5108
Clouds,4795
Clouds,4002
Clouds,4160
Rain,4230
Rain,4351
Rain,4727
Rain,5500
Rain,6242
Rain,5327
Rain,3455
Rain,2282
Rain,2147
Clear,2090
Clear,1511
Clear,1019
Clear,565
Clear,394
Clear,252
Clear,320
Clear,799
Clear,2707
Clear,5502
Clear,6092
Clear,5467
Clear,4892
Clear,4293
Clear,4285
Clear,4252
Clouds,4608
Clear,4743
Clear,5271
Clouds,6103
Clear,5926
Clear,4563
Clear,3097
Clear,2494
Clear,3161
Clear,2922
Clear,1079
Clear,559
Clouds,351
Clouds,276
Mist,348
Mist,801
Mist,2711
Mist,5477
Clouds,5805
Mist,5276
Mist,5140
Mist,4262
Clouds,4301
Clouds,4390
Clear,4323
Clouds,4709
Clouds,5406
Clouds,6364
Clouds,5972
Clouds,4401
Clear,3115
Clear,2538
Clouds,2139
Clouds,1420
Mist,992
Drizzle,992
Clouds,1024
Mist,561
Mist,443
Mist,476
Mist,965
Mist,2812
Mist,5706
Fog,6308
Fog,5865
Mist,5865
Mist,5410
Mist,4321
Clouds,4459
Clouds,4731
Clouds,4646
Clear,5182
Clear,5604
Clear,6325
Clear,6131
Clear,4717
Clear,3283
Clear,2920
Clear,2443
Clear,1716
Clear,1116
Clear,639
Clear,375
Clear,309
Clear,372
Mist,768
Mist,2475
Mist,5225
Fog,5225
Mist,6166
Fog,6166
Mist,5310
Mist,4750
Clear,4252
Haze,4661
Clear,4549
Clear,4607
Clouds,4810
Clouds,5600
Clear,6030
Clear,5778
Clouds,4713
Clear,3392
Clear,2722
Clear,2698
Clear,2433
Clear,1753
Clear,1241
Clear,739
Clear,526
Clear,331
Mist,361
Mist,630
Mist,1200
Mist,1839
Fog,1839
Mist,2754
Mist,3313
Clouds,3720
Clear,4415
Clear,4524
Clear,4621
Clear,4378
Clear,4315
Clear,4383
Clear,4288
Clear,4184
Clear,3477
Clear,2689
Clear,2593
Clear,2485
Clear,1955
Clear,1283
Clear,539
Clear,539
Clear,331
Mist,194
Clear,243
Clear,455
Clear,822
Clear,1377
Clear,2169
Clear,3175
Clear,4093
Clear,3608
Clear,3679
Clear,3618
Clear,3569
Clouds,3912
Clear,3782
Clear,3790
Clear,3204
Clear,2620
Clear,2069
Clear,1923
Clear,1308
Clear,819
Clear,437
Clear,284
Clouds,217
Clouds,285
Clouds,854
Clouds,2673
Clouds,5671
Clouds,6103
Clouds,5717
Clouds,4582
Clouds,4034
Clouds,4088
Clouds,4364
Clouds,4292
Clouds,4725
Rain,5168
Rain,6191
Clouds,5691
Rain,4029
Drizzle,2678
Clear,2168
Clear,1929
Clear,1279
Clear,801
Clear,475
Clear,280
Clear,238
Clear,322
Clear,805
Clear,2762
Clear,5623
Clear,6004
Clear,5495
Clear,5089
Clear,4217
Clear,4305
Clear,4443
Clear,4594
Clouds,4614
Clouds,5518
Clear,6182
Clear,5444
Clear,3820
Clear,2688
Clear,2197
Clear,1892
Clear,1407
Clear,975
Clear,685
Clear,449
Clear,346
Clear,454
Clear,957
Clear,2843
Clear,5822
Mist,6238
Mist,5779
Fog,5779
Mist,5221
Clear,4170
Clouds,4420
Clear,4479
Clouds,4587
Clouds,4884
Clouds,5368
Clear,6263
Clouds,5927
Clear,4016
Clear,2901
Clear,2427
Clear,2140
Clear,1484
Clear,969
Clear,691
Clear,502
Clear,422
Clear,419
Clear,925
Clear,2921
Clear,5704
Clear,5805
Clear,4983
Clear,5480
Clear,4223
Clear,4506
Clear,4733
Clear,4907
Clear,5000
Clear,5466
Clear,6154
Clear,5818
Clear,4176
Clear,2855
Clear,2384
Clear,1974
Clear,1694
Clear,1042
Clear,572
Clear,379
Clear,306
Clear,370
Clouds,885
Clear,2702
Clear,5478
Clear,5797
Clear,5269
Clear,4797
Clear,4478
Clear,4432
Clear,4524
Clear,4586
Clear,4743
Clear,5047
Clear,5664
Clear,5426
Clear,4387
Clear,3276
Clear,2551
Clear,2781
Clear,2424
Clear,1738
Clear,974
Clear,605
Clear,480
Clear,336
Clear,377
Clear,648
Clear,1177
Clear,1876
Clear,2844
Clear,3541
Clear,4310
Clear,4227
Clear,4513
Clear,4264
Clear,4161
Clear,4209
Clear,4321
Clear,4266
Clear,3975
Clear,3163
Clear,2507
Clear,2450
Clear,2687
Clear,1608
Clear,974
Clear,605
Clear,480
Clear,336
Clear,377
Clear,531
Clear,856
Clear,1284
Clear,1842
Clear,2332
Clear,3200
Clear,3440
Clear,3652
Clear,3749
Clear,3492
Clear,3911
Clear,4165
Clear,3833
Clear,3291
Haze,2557
Clear,2117
Clear,1708
Clear,1228
Clear,831
Clear,538
Clear,338
Clear,275
Clear,354
Clear,856
Clear,2745
Clear,5746
Mist,5553
Clouds,5498
Clouds,4698
Clouds,4044
Clouds,4132
Clouds,4325
Clouds,4114
Clouds,4500
Clouds,5303
Clear,6248
Clear,5806
Clouds,3901
Clouds,2554
Clear,2220
Mist,1903
Mist,1239
Fog,873
Mist,873
Fog,492
Mist,492
Mist,315
Fog,315
Haze,315
Mist,242
Fog,242
Haze,242
Mist,323
Fog,323
Haze,323
Mist,888
Fog,888
Haze,888
Mist,2766
Fog,2766
Mist,5639
Fog,5639
Mist,5697
Rain,5697
Mist,4800
Mist,5325
Haze,5325
Mist,4183
Clouds,4349
Clouds,4451
Clouds,4730
Clouds,5003
Clouds,5126
Clouds,6443
Clouds,6047
Clear,4224
Clear,2924
Clear,2635
Mist,2929
Clear,3164
Clear,1038
Mist,503
Mist,338
Mist,255
Fog,255
Mist,347
Fog,347
Fog,865
Mist,865
Mist,2792
Mist,5695
Mist,4543
Mist,5584
Clouds,5112
Clouds,4235
Clouds,4353
Clouds,4549
Clouds,4463
Clouds,4590
Clouds,5317
Clouds,6312
Clear,5844
Clear,4159
Clear,3057
Clear,2641
Clear,2223
Clear,1430
Clear,890
Clear,475
Clear,309
Clear,258
Clear,344
Clear,839
Clear,2746
Clouds,5870
Clouds,5819
Clouds,5074
Clouds,5047
Clouds,4366
Clouds,4649
Clouds,4849
Clear,4802
Clouds,5041
Clouds,5705
Clouds,6432
Clouds,5953
Clouds,4380
Clouds,3151
Clouds,2722
Clouds,3199
Clear,3527
Rain,1267
Rain,683
Rain,389
Rain,346
Drizzle,346
Rain,403
Rain,833
Mist,833
Rain,2579
Mist,2579
Rain,5506
Drizzle,5506
Rain,5892
Drizzle,5892
Rain,4954
Thunderstorm,4954
Thunderstorm,4378
Rain,4378
Mist,4378
Thunderstorm,4211
Rain,4211
Mist,4211
Rain,4540
Mist,4540
Snow,4540
Rain,4658
Snow,4658
Drizzle,4658
Rain,4409
Mist,4409
Snow,4409
Mist,4694
Snow,4694
Rain,4694
Fog,4694
Drizzle,4694
Snow,4872
Mist,4872
Fog,4872
Rain,4872
Snow,5074
Mist,5074
Fog,5074
Snow,4328
Fog,4328
Mist,4328
Snow,3486
Mist,3486
Snow,2524
Mist,2524
Snow,2027
Mist,2027
Snow,2160
Mist,2160
Snow,2012
Snow,1356
Haze,1356
Clouds,889
Haze,642
Haze,594
Clouds,505
Clouds,562
Clouds,910
Clouds,1442
Snow,2173
Snow,3112
Snow,3500
Snow,3831
Snow,4285
Clear,4389
Snow,4332
Clouds,4077
Clouds,4082
Clouds,3834
Clouds,3810
Clear,3704
Clear,3088
Clear,2485
Clear,2795
Clear,4094
Clear,1913
Clear,889
Clear,642
Clear,594
Clear,505
Clouds,562
Clouds,793
Clear,1193
Clouds,1743
Clouds,2089
Clouds,3053
Clouds,4215
Clouds,3706
Clouds,3709
Clouds,3488
Clouds,3532
Clouds,3613
Clouds,3946
Clouds,3654
Clear,3114
Clear,2516
Clear,2070
Clear,1675
Clear,1299
Clear,956
Clouds,539
Clear,354
Clear,256
Clear,302
Clear,786
Clear,2587
Clear,5485
Clear,6104
Clear,5277
Clear,4577
Clear,4269
Clear,4304
Clear,4331
Clear,4391
Clouds,4776
Clouds,5174
Clear,6292
Clear,5659
Clear,3937
Clear,2709
Clear,2205
Clear,1899
Clear,1297
Clear,866
Clear,460
Clear,325
Clear,256
Clear,340
Clear,815
Clouds,2696
Snow,5654
Rain,5605
Rain,5034
Snow,5034
Rain,4607
Snow,4607
Drizzle,4607
Rain,4070
Snow,4070
Drizzle,4070
Rain,4317
Snow,4317
Rain,4593
Snow,4593
Snow,4459
Rain,4459
Snow,4556
Rain,4556
Snow,4686
Fog,4686
Rain,4686
Drizzle,4686
Rain,5266
Snow,5266
Mist,5266
Drizzle,5266
Rain,4762
Snow,4762
Rain,3189
Snow,3189
Snow,2289
Mist,2289
Rain,2289
Mist,2010
Rain,2010
Drizzle,2010
Snow,2010
Snow,1815
Rain,1815
Mist,1815
Snow,1232
Mist,1232
Snow,903
Mist,903
Fog,903
Rain,903
Snow,490
Mist,490
Snow,321
Mist,321
Snow,257
Mist,257
Rain,257
Snow,378
Mist,378
Drizzle,378
Rain,378
Mist,867
Snow,867
Rain,867
Mist,2584
Snow,2584
Rain,2584
Mist,4787
Snow,4787
Drizzle,4787
Mist,4724
Snow,4724
Rain,4724
Drizzle,4724
Mist,4219
Snow,4219
Drizzle,4219
Mist,4056
Snow,4056
Drizzle,4056
Mist,3901
Snow,3901
Snow,4262
Mist,4262
Rain,4262
Mist,4562
Snow,4562
Rain,4562
Drizzle,4562
Mist,4613
Mist,5065
Rain,5065
Mist,5279
Clouds,5225
Clouds,4381
Clouds,3575
Clouds,2730
Clouds,3305
Clouds,3155
Clouds,1918
Clouds,1331
Mist,763
Mist,500
Mist,356
Mist,262
Mist,316
Mist,478
Mist,1452
Mist,1818
Fog,1818
Mist,2243
Mist,2599
Mist,2833
Mist,2821
Mist,2931
Haze,2915
Mist,2915
Rain,2915
Snow,2915
Mist,2933
Rain,2933
Snow,2933
Rain,2825
Mist,2825
Mist,2769
Rain,2769
Snow,2769
Haze,2769
Mist,2940
Snow,2940
Rain,2940
Drizzle,2940
Snow,2782
Mist,2782
Rain,2782
Snow,2373
Mist,2373
Rain,2373
Snow,1752
Mist,1752
Fog,1752
Snow,1175
Mist,1175
Snow,849
Mist,849
Snow,582
Mist,582
Snow,474
Mist,474
Mist,332
Snow,332
Mist,300
Snow,300
Mist,536
Mist,973
Mist,1396
Mist,2024
Mist,2817
Mist,3076
Mist,3427
Mist,3958
Clouds,3908
Clouds,4155
Clouds,4224
Clouds,3855
Clouds,4667
Clouds,4074
Mist,2833
Mist,2269
Mist,2288
Mist,2069
Fog,1358
Mist,1358
Mist,849
Fog,849
Fog,582
Mist,582
Fog,474
Mist,474
Mist,332
Fog,332
Mist,300
Fog,300
Mist,497
Fog,497
Mist,904
Fog,904
Mist,1298
Fog,1298
Mist,1883
Fog,1883
Mist,2411
Fog,2411
Mist,3025
Mist,3539
Clear,3876
Clear,3859
Clear,4018
Clear,3995
Clear,3971
Clear,3905
Clear,3716
Mist,3030
Mist,2548
Fog,2548
Mist,2367
Fog,2367
Mist,2301
Fog,2301
Fog,1574
Mist,1574
Fog,969
Mist,969
Mist,697
Fog,697
Mist,529
Fog,529
Mist,307
Fog,307
Snow,307
Mist,300
Fog,300
Snow,300
Mist,469
Fog,469
Snow,469
Mist,862
Fog,862
Snow,862
Fog,1243
Mist,1243
Snow,1243
Fog,1808
Mist,1808
Snow,1808
Fog,2318
Mist,2318
Snow,2318
Fog,2911
Mist,2911
Fog,3215
Mist,3215
Mist,3908
Fog,3908
Mist,4207
Fog,4207
Mist,4511
Fog,4511
Mist,4543
Mist,4476
Mist,3967
Rain,3732
Drizzle,3732
Mist,3184
Drizzle,3184
